scheme,run,round,crypto_cost_round,train_cost_round,crypto_fraction
ECDSA-256,2,18,0.0026010460060198,101.61690227800136,2.559593307326576e-05
ECDSA-256,2,19,0.0025866459982345,97.67758341001172,2.6480768786042382e-05
ECDSA-256,2,20,0.0024490510040771,100.68013879800856,2.4324474135982564e-05
ECDSA-256,2,21,0.0024898319898048,97.59704427098768,2.5510695442232055e-05
ECDSA-256,2,22,0.0025135260002566,97.12944269099535,2.5877436202780784e-05
ECDSA-256,2,23,0.0028038289965473997,98.68184260900307,2.8412008329066215e-05
ECDSA-256,2,24,0.0023632330048705,98.97051073701732,2.3877582918187236e-05
ECDSA-256,2,25,0.0023403280065388,101.66109395500098,2.3020351644071625e-05
ECDSA-256,2,26,0.0024967069984989003,97.55081151300692,2.559325812783555e-05
ECDSA-256,2,27,0.0025703510036684998,101.70336610000231,2.527237930606632e-05
ECDSA-256,2,28,0.0023233900137707,99.08295020600053,2.344838874082857e-05
ECDSA-256,2,29,0.0029787770035902,97.80153897499986,3.045643567450832e-05
ECDSA-256,2,30,0.0026326859879185,100.38053621500148,2.6226368590885874e-05
ECDSA-256,3,1,0.0213478560035575,99.67950488899805,0.00021411909141998538
ECDSA-256,3,2,0.0029402519867283,98.4791791200114,2.985569365766833e-05
ECDSA-256,3,3,0.0024181180051521,98.0024717549968,2.4673442399512707e-05
ECDSA-256,3,4,0.0027179190001325997,101.21163231900573,2.685309932575178e-05
ECDSA-256,3,5,0.002597115999378,98.729313052012,2.6304727569420124e-05
ECDSA-256,3,6,0.0027566720018506003,101.4318647510081,2.717683531695286e-05
ECDSA-256,3,7,0.0030861140112384,96.66184849699493,3.192588939988812e-05
ECDSA-256,3,8,0.0024661900170024,97.35944983601075,2.5330130277459962e-05
ECDSA-256,3,9,0.0027711039947452,99.10860200798925,2.7959495542597155e-05
ECDSA-256,3,10,0.0025069920084197003,98.71425802401062,2.5395807976617588e-05
ECDSA-256,3,11,0.0024787589791223,100.69971579699632,2.461474638216031e-05
ECDSA-256,3,12,0.002473510001436,97.87968855800864,2.527028366738943e-05
ECDSA-256,3,13,0.0026007139895222,101.20445338200079,2.569696364302374e-05
ECDSA-256,3,14,0.002702450998185,96.64919137799734,2.7960662653609234e-05
ECDSA-256,3,15,0.0026244370019405,97.95222720799939,2.6792312558970896e-05
ECDSA-256,3,16,0.0025160059958572,102.03888603800442,2.4656717229074308e-05
ECDSA-256,3,17,0.0023703759943594,99.58972168801847,2.380084548114363e-05
ECDSA-256,3,18,0.0027519840150484003,100.96437951100233,2.7256236502907957e-05
ECDSA-256,3,19,0.0024718530039528,98.4399905260143,2.5109621846269904e-05
ECDSA-256,3,20,0.0026814820084829997,100.44931481600361,2.6694163454231574e-05
ECDSA-256,3,21,0.0023503010088454,99.91336661600509,2.3522835859722324e-05
ECDSA-256,3,22,0.0026249370130238,98.10663761699834,2.6755241500044023e-05
ECDSA-256,3,23,0.002425759979814,98.49649374,2.462727502116911e-05
ECDSA-256,3,24,0.0026736130093914004,99.21044560898008,2.694818014348675e-05
ECDSA-256,3,25,0.0026526880101292003,101.95639885598939,2.6017189940065854e-05
ECDSA-256,3,26,0.0031606620032101,99.14333472099679,3.187870626188607e-05
ECDSA-256,3,27,0.0023750800028204,98.7480922149989,2.4051329253209672e-05
ECDSA-256,3,28,0.0025173859976344,101.34890595099569,2.483819086846068e-05
ECDSA-256,3,29,0.0026348110040991,98.39645269899484,2.677678290290406e-05
ECDSA-256,3,30,0.0026626330218272,100.57999271200242,2.6472089175749907e-05
ECDSA-256,4,1,0.027391367977542703,100.03283664600167,0.00027374880630609707
ECDSA-256,4,2,0.0026564379950281,100.83183287899737,2.6344537598411213e-05
ECDSA-256,4,3,0.0027105540066252,99.67696141799388,2.719264573208648e-05
ECDSA-256,4,4,0.0027222040080225,100.83984466700349,2.699459258612974e-05
ECDSA-256,4,5,0.0028148430137653,98.2798526810002,2.8640278949261666e-05
ECDSA-256,4,6,0.0027550829981911,100.38130073298817,2.7445424233918505e-05
ECDSA-256,4,7,0.0026540899852981,100.57538773299166,2.6388364072244007e-05
ECDSA-256,4,8,0.0029724130145035,100.14850591600407,2.9679172630268135e-05
ECDSA-256,4,9,0.0025736380266599,98.40549235197977,2.615271421878425e-05
ECDSA-256,4,10,0.0026984219948635,99.87007024201012,2.701859606938117e-05
ECDSA-256,4,11,0.0025739720149426,99.55635340999288,2.5853753978950212e-05
ECDSA-256,4,12,0.0025809780054254,98.31897033999849,2.625037919792047e-05
ECDSA-256,4,13,0.0024347640137413,100.08972784400248,2.4325221378984407e-05
ECDSA-256,4,14,0.0023621969958177,101.36684126801265,2.330290576499503e-05
ECDSA-256,4,15,0.0026158280234077997,100.33054796799843,2.6071419702520295e-05
ECDSA-256,4,16,0.0026471340170237997,100.64507396200497,2.6300983153889066e-05
